orgId,nameOfficial,divisionRoman,conferenceId,conferenceName,webSiteUrl,athleticWebUrl
290,Howard University,I,876,Mid-Eastern Athletic Conf.,www.howard.edu,www.hubison.com
295,University of Idaho,I,825,Big Sky Conference,www.uidaho.edu/,www.govandals.com
294,Idaho State University,I,825,Big Sky Conference,www.isu.edu,www.isubengals.com
299,Illinois State University,I,884,Missouri Valley Conference,IllinoisState.edu,GoRedbirds.com
302,University of Illinois Chicago,I,884,Missouri Valley Conference,www.uic.edu,www.uicflames.com
301,University of Illinois Urbana-Champaign,I,827,Big Ten Conference,illinois.edu,www.fightingillini.com
2743,University of the Incarnate Word,I,914,Southland Conference,www.uiw.edu,uiwcardinals.com
2699,Indiana University Indianapolis,I,881,Horizon League,indianapolis.iu.edu/,iuindyjags.com/
305,Indiana State University,I,884,Missouri Valley Conference,www.indstate.edu,www.gosycamores.com
306,"Indiana University, Bloomington",I,827,Big Ten Conference,www.iub.edu,www.iuhoosiers.com
310,Iona University,I,871,Metro Atlantic Athletic Conference,www.iona.edu,www.ionagaels.com
312,University of Iowa,I,827,Big Ten Conference,www.uiowa.edu,www.hawkeyesports.com
311,Iowa State University,I,25354,Big 12 Conference,www.iastate.edu,www.cyclones.com
314,Jackson State University,I,916,Southwestern Athletic Conf.,www.jsums.edu/,www.gojsutigers.com
315,Jacksonville State University,I,24312,Conference USA,www.jsu.edu,www.jaxstatesports.com
316,Jacksonville University,I,920,Atlantic Sun Conference,www.ju.edu,www.judolphins.com
317,James Madison University,I,818,Sun Belt Conference,www.jmu.edu/,www.jmusports.com
328,University of Kansas,I,25354,Big 12 Conference,ku.edu,kuathletics.com
327,Kansas State University,I,25354,Big 12 Conference,www.k-state.edu,www.kstatesports.com
1157,Kennesaw State University,I,24312,Conference USA,www.kennesaw.edu/,www.ksuowls.com
331,Kent State University,I,875,Mid-American Conference,www.kent.edu,www.kentstatesports.com
334,University of Kentucky,I,911,Southeastern Conference,www.uky.edu,www.ukathletics.com
340,La Salle University,I,820,Atlantic 10 Conference,www.lasalle.edu/,www.goexplorers.com/
342,Lafayette College,I,838,Patriot League,www.lafayette.edu,www.goleopards.com
346,Lamar University,I,914,Southland Conference,www.lamar.edu,www.lamarcardinals.com
349,Le Moyne College,II,846,Northeast Conference,www.lemoyne.edu/,www.lemoynedolphins.com
352,Lehigh University,I,838,Patriot League,www.lehigh.edu,www.lehighsports.com
355,Liberty University,I,24312,Conference USA,www.liberty.edu,www.LibertyFlames.com
30136,Lindenwood University,II,902,Ohio Valley Conference,www.lindenwood.edu,lindenwoodlions.com
28600,Lipscomb University,I,920,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com
99,Long Beach State University,I,904,Big West Conference,www.csulb.edu,longbeachstate.com
361,Long Island University,I,846,Northeast Conference,liu.edu,www.liuathletics.com
363,Longwood University,I,826,Big South Conference,www.longwood.edu/,longwoodlancers.com
365,Louisiana State University,I,911,Southeastern Conference,www.lsu.edu,www.lsusports.net
366,Louisiana Tech University,I,24312,Conference USA,www.latech.edu/,www.latechsports.com/
671,University of Louisiana at Lafayette,I,818,Sun Belt Conference,www.louisiana.edu,www.ragincajuns.com
498,University of Louisiana Monroe,I,818,Sun Belt Conference,www.ulm.edu,www.ulmwarhawks.com
367,University of Louisville,I,821,Atlantic Coast Conference,www.louisville.edu/,www.gocards.com
370,Loyola Marymount University,I,922,West Coast Conference,www.lmu.edu,www.LMULions.com
371,Loyola University Chicago,I,820,Atlantic 10 Conference,www.luc.edu,www.loyolaramblers.com
369,Loyola University Maryland,I,838,Patriot League,www.loyola.edu,www.loyolagreyhounds.com
380,University of Maine,I,845,America East Conference,umaine.edu,goblackbears.com
381,Manhattan University,I,871,Metro Atlantic Athletic Conference,www.manhattan.edu,www.gojaspers.com
386,Marist College,I,871,Metro Atlantic Athletic Conference,marist.edu,goredfoxes.com
387,Marquette University,I,30184,Big East Conference,www.marquette.edu,www.gomarquette.com
